areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate
E92000001,England,nation,2021-12-19,9655061,71702
E92000001,England,nation,2021-12-18,9584269,82426
E92000001,England,nation,2021-12-17,9503176,83693
E92000001,England,nation,2021-12-16,9420017,77299
E92000001,England,nation,2021-12-15,9343520,68868
E92000001,England,nation,2021-12-14,9275513,53093
E92000001,England,nation,2021-12-13,9222932,44931
E92000001,England,nation,2021-12-12,9178705,40713
E92000001,England,nation,2021-12-11,9138773,48540
E92000001,England,nation,2021-12-10,9092016,48908
E92000001,England,nation,2021-12-09,9043108,43550
E92000001,England,nation,2021-12-08,9000391,44019
E92000001,England,nation,2021-12-07,8957091,38866
E92000001,England,nation,2021-12-06,8918807,41525
E92000001,England,nation,2021-12-05,8877883,37396
E92000001,England,nation,2021-12-04,8841194,39949
E92000001,England,nation,2021-12-03,8802632,43888
E92000001,England,nation,2021-12-02,8758744,45880
E92000001,England,nation,2021-12-01,8713738,41519
E92000001,England,nation,2021-11-30,8673344,33590
E92000001,England,nation,2021-11-29,8639754,34906
E92000001,England,nation,2021-11-28,8605284,32136
E92000001,England,nation,2021-11-27,8574315,35798
E92000001,England,nation,2021-11-26,8538517,42272
E92000001,England,nation,2021-11-25,8496990,40382
E92000001,England,nation,2021-11-24,8457187,36511
E92000001,England,nation,2021-11-23,8421911,36550
E92000001,England,nation,2021-11-22,8385361,36478
E92000001,England,nation,2021-11-21,8349363,33513
E92000001,England,nation,2021-11-20,8316395,36339
E92000001,England,nation,2021-11-19,8281117,37006
E92000001,England,nation,2021-11-18,8244111,39315
E92000001,England,nation,2021-11-17,8205448,30638
E92000001,England,nation,2021-11-16,8175202,30853
E92000001,England,nation,2021-11-15,8144766,31440
E92000001,England,nation,2021-11-14,8113757,29404
E92000001,England,nation,2021-11-13,8084740,33493
E92000001,England,nation,2021-11-12,8051924,33155
E92000001,England,nation,2021-11-11,8020241,35472
E92000001,England,nation,2021-11-10,7984769,31541
E92000001,England,nation,2021-11-09,7953228,27872
E92000001,England,nation,2021-11-08,7925681,24979
E92000001,England,nation,2021-11-07,7901039,23779
E92000001,England,nation,2021-11-06,7877720,26250
E92000001,England,nation,2021-11-05,7852005,28490
E92000001,England,nation,2021-11-04,7823979,30166
E92000001,England,nation,2021-11-03,7794507,34317
E92000001,England,nation,2021-11-02,7760671,28531
E92000001,England,nation,2021-11-01,7732441,32081
E92000001,England,nation,2021-10-31,7700753,31479
E92000001,England,nation,2021-10-30,7669614,36204
E92000001,England,nation,2021-10-29,7633950,36853
E92000001,England,nation,2021-10-28,7597473,33903
E92000001,England,nation,2021-10-27,7564400,37502
E92000001,England,nation,2021-10-26,7526898,32280
E92000001,England,nation,2021-10-25,7494992,33309
E92000001,England,nation,2021-10-24,7462144,33221
E92000001,England,nation,2021-10-23,7430143,41259
E92000001,England,nation,2021-10-22,7388884,41745
E92000001,England,nation,2021-10-21,7347703,44363
E92000001,England,nation,2021-10-20,7303864,41498
E92000001,England,nation,2021-10-19,7262958,36712
E92000001,England,nation,2021-10-18,7226658,39473
E92000001,England,nation,2021-10-17,7187635,38543
E92000001,England,nation,2021-10-16,7149533,39624
E92000001,England,nation,2021-10-15,7110513,37691
E92000001,England,nation,2021-10-14,7073467,38488
E92000001,England,nation,2021-10-13,7035489,36458
E92000001,England,nation,2021-10-12,7000356,33287
E92000001,England,nation,2021-10-11,6967915,32349
E92000001,England,nation,2021-10-10,6936327,31096
E92000001,England,nation,2021-10-09,6906211,31259
E92000001,England,nation,2021-10-08,6876192,32157
E92000001,England,nation,2021-10-07,6845186,33305
E92000001,England,nation,2021-10-06,6812848,33450
E92000001,England,nation,2021-10-05,6780567,28846
E92000001,England,nation,2021-10-04,6752536,28251
E92000001,England,nation,2021-10-03,6725105,25176
E92000001,England,nation,2021-10-02,6700702,26794
E92000001,England,nation,2021-10-01,6674820,28836
E92000001,England,nation,2021-09-30,6646963,29826
E92000001,England,nation,2021-09-29,6617892,29036
E92000001,England,nation,2021-09-28,6590514,28808
E92000001,England,nation,2021-09-27,6561706,29329
E92000001,England,nation,2021-09-26,6532847,25538
E92000001,England,nation,2021-09-25,6507849,28087
E92000001,England,nation,2021-09-24,6481363,28199
E92000001,England,nation,2021-09-23,6453164,29045
E92000001,England,nation,2021-09-22,6425056,27317
E92000001,England,nation,2021-09-21,6398633,24973
E92000001,England,nation,2021-09-20,6374123,26905
E92000001,England,nation,2021-09-19,6347616,22173
E92000001,England,nation,2021-09-18,6326046,22956
E92000001,England,nation,2021-09-17,6303792,23265
E92000001,England,nation,2021-09-16,6281236,22949
E92000001,England,nation,2021-09-15,6258872,22078
E92000001,England,nation,2021-09-14,6237505,19739
E92000001,England,nation,2021-09-13,6218198,21077
E92000001,England,nation,2021-09-12,6197654,19913
E92000001,England,nation,2021-09-11,6178293,23825
E92000001,England,nation,2021-09-10,6155149,26653
E92000001,England,nation,2021-09-09,6129372,27049
E92000001,England,nation,2021-09-08,6102850,29286
E92000001,England,nation,2021-09-07,6074040,27545
E92000001,England,nation,2021-09-06,6046799,27202
E92000001,England,nation,2021-09-05,6019976,27022
E92000001,England,nation,2021-09-04,5993444,29614
E92000001,England,nation,2021-09-03,5964760,31726
E92000001,England,nation,2021-09-02,5933034,28686
E92000001,England,nation,2021-09-01,5904664,24723
E92000001,England,nation,2021-08-31,5880134,20967
E92000001,England,nation,2021-08-30,5859405,21324
E92000001,England,nation,2021-08-29,5838323,22501
E92000001,England,nation,2021-08-28,5816071,25118
E92000001,England,nation,2021-08-27,5791272,27545
E92000001,England,nation,2021-08-26,5764066,29417
E92000001,England,nation,2021-08-25,5734967,27350
E92000001,England,nation,2021-08-24,5707906,23474
E92000001,England,nation,2021-08-23,5684645,24158
E92000001,England,nation,2021-08-22,5660725,25952
E92000001,England,nation,2021-08-21,5635046,26982
E92000001,England,nation,2021-08-20,5608339,29576
E92000001,England,nation,2021-08-19,5579087,29762
E92000001,England,nation,2021-08-18,5549621,28648
E92000001,England,nation,2021-08-17,5521231,22712
E92000001,England,nation,2021-08-16,5498742,23171
E92000001,England,nation,2021-08-15,5475833,22859
E92000001,England,nation,2021-08-14,5453294,26700
E92000001,England,nation,2021-08-13,5426971,28679
E92000001,England,nation,2021-08-12,5398629,28093
E92000001,England,nation,2021-08-11,5370904,26647
E92000001,England,nation,2021-08-10,5344609,20630
E92000001,England,nation,2021-08-09,5324191,21915
E92000001,England,nation,2021-08-08,5302555,24196
E92000001,England,nation,2021-08-07,5278675,25877
E92000001,England,nation,2021-08-06,5253181,28321
E92000001,England,nation,2021-08-05,5225224,26512
E92000001,England,nation,2021-08-04,5199102,26393
E92000001,England,nation,2021-08-03,5173082,19012
E92000001,England,nation,2021-08-02,5154292,19175
E92000001,England,nation,2021-08-01,5135378,21645
E92000001,England,nation,2021-07-31,5114064,23949
E92000001,England,nation,2021-07-30,5090505,26241
E92000001,England,nation,2021-07-29,5064671,27524
E92000001,England,nation,2021-07-28,5037630,24367
E92000001,England,nation,2021-07-27,5013664,20290
E92000001,England,nation,2021-07-26,4993657,22181
E92000001,England,nation,2021-07-25,4972040,25434
E92000001,England,nation,2021-07-24,4947127,28968
E92000001,England,nation,2021-07-23,4918669,32792
E92000001,England,nation,2021-07-22,4886612,35939
E92000001,England,nation,2021-07-21,4851264,39504
E92000001,England,nation,2021-07-20,4812460,43261
E92000001,England,nation,2021-07-19,4769632,34657
E92000001,England,nation,2021-07-18,4735387,44777
E92000001,England,nation,2021-07-17,4691172,50955
E92000001,England,nation,2021-07-16,4640922,47360
E92000001,England,nation,2021-07-15,4594159,44523
E92000001,England,nation,2021-07-14,4550298,37895
E92000001,England,nation,2021-07-13,4512957,32883
E92000001,England,nation,2021-07-12,4480518,30619
E92000001,England,nation,2021-07-11,4450372,28421
E92000001,England,nation,2021-07-10,4422370,29732
E92000001,England,nation,2021-07-09,4393205,31231
E92000001,England,nation,2021-07-08,4362481,28421
E92000001,England,nation,2021-07-07,4334634,27516
E92000001,England,nation,2021-07-06,4307618,25295
E92000001,England,nation,2021-07-05,4282762,23286
E92000001,England,nation,2021-07-04,4259710,20454
E92000001,England,nation,2021-07-03,4239686,21317
E92000001,England,nation,2021-07-02,4218807,22393
E92000001,England,nation,2021-07-01,4196833,22948
E92000001,England,nation,2021-06-30,4174318,21293
E92000001,England,nation,2021-06-29,4153487,16802
E92000001,England,nation,2021-06-28,4136940,18702
E92000001,England,nation,2021-06-27,4118462,11560
E92000001,England,nation,2021-06-26,4107155,15136
E92000001,England,nation,2021-06-25,4092346,13498
E92000001,England,nation,2021-06-24,4079362,13068
E92000001,England,nation,2021-06-23,4066294,12765
E92000001,England,nation,2021-06-22,4053782,9096
E92000001,England,nation,2021-06-21,4044830,8766
E92000001,England,nation,2021-06-20,4036230,7778
E92000001,England,nation,2021-06-19,4028664,8954
E92000001,England,nation,2021-06-18,4019956,9185
E92000001,England,nation,2021-06-17,4010977,9371
E92000001,England,nation,2021-06-16,4001803,7642
E92000001,England,nation,2021-06-15,3994408,6486
E92000001,England,nation,2021-06-14,3988008,6647
E92000001,England,nation,2021-06-13,3981497,6269
E92000001,England,nation,2021-06-12,3975399,6601
E92000001,England,nation,2021-06-11,3968986,6782
E92000001,England,nation,2021-06-10,3962371,6436
E92000001,England,nation,2021-06-09,3956096,6201
E92000001,England,nation,2021-06-08,3950123,5250
E92000001,England,nation,2021-06-07,3944955,4913
E92000001,England,nation,2021-06-06,3940141,4405
E92000001,England,nation,2021-06-05,3935854,4810
E92000001,England,nation,2021-06-04,3931158,5102
E92000001,England,nation,2021-06-03,3926154,4310
E92000001,England,nation,2021-06-02,3921939,3486
E92000001,England,nation,2021-06-01,3918522,2539
E92000001,England,nation,2021-05-31,3916049,2854
E92000001,England,nation,2021-05-30,3913295,2621
E92000001,England,nation,2021-05-29,3910803,2747
E92000001,England,nation,2021-05-28,3908214,3434
E92000001,England,nation,2021-05-27,3904934,2936
E92000001,England,nation,2021-05-26,3902160,2540
E92000001,England,nation,2021-05-25,3899813,2081
E92000001,England,nation,2021-05-24,3897815,1972
E92000001,England,nation,2021-05-23,3895920,1734
E92000001,England,nation,2021-05-22,3894329,2242
E92000001,England,nation,2021-05-21,3892258,2303
E92000001,England,nation,2021-05-20,3890081,2307
E92000001,England,nation,2021-05-19,3887954,2151
E92000001,England,nation,2021-05-18,3886364,2008
E92000001,England,nation,2021-05-17,3889132,1645
E92000001,England,nation,2021-05-16,3887487,1471
E92000001,England,nation,2021-05-15,3886016,1614
E92000001,England,nation,2021-05-14,3884402,1828
E92000001,England,nation,2021-05-13,3882574,2229
E92000001,England,nation,2021-05-12,3880345,1804
E92000001,England,nation,2021-05-11,3878541,2117
E92000001,England,nation,2021-05-10,3876424,2009
E92000001,England,nation,2021-05-09,3874415,1418
E92000001,England,nation,2021-05-08,3872997,1742
E92000001,England,nation,2021-05-07,3871255,2142
E92000001,England,nation,2021-05-06,3869113,2194
E92000001,England,nation,2021-05-05,3866919,1906
E92000001,England,nation,2021-05-04,3865013,1659
E92000001,England,nation,2021-05-03,3863354,1453
E92000001,England,nation,2021-05-02,3861901,1377
E92000001,England,nation,2021-05-01,3860524,1642
E92000001,England,nation,2021-04-30,3858882,2046
E92000001,England,nation,2021-04-29,3856836,2103
E92000001,England,nation,2021-04-28,3854733,1829
E92000001,England,nation,2021-04-27,3852904,2410
E92000001,England,nation,2021-04-26,3850494,1752
E92000001,England,nation,2021-04-25,3848742,1401
E92000001,England,nation,2021-04-24,3847341,1804
E92000001,England,nation,2021-04-23,3845537,2277
E92000001,England,nation,2021-04-22,3843260,2315
E92000001,England,nation,2021-04-21,3840945,1943
E92000001,England,nation,2021-04-20,3839002,2169
E92000001,England,nation,2021-04-19,3836833,2550
E92000001,England,nation,2021-04-18,3834283,1495
E92000001,England,nation,2021-04-17,3832788,1897
E92000001,England,nation,2021-04-16,3830891,2225
E92000001,England,nation,2021-04-15,3828666,2171
E92000001,England,nation,2021-04-14,3826495,2054
E92000001,England,nation,2021-04-13,3824441,2070
E92000001,England,nation,2021-04-12,3822371,3222
E92000001,England,nation,2021-04-11,3819149,1338
E92000001,England,nation,2021-04-10,3817811,2032
E92000001,England,nation,2021-04-09,3815779,2638
E92000001,England,nation,2021-04-08,3821151,2486
E92000001,England,nation,2021-04-07,3818665,2304
E92000001,England,nation,2021-04-06,3816361,1937
E92000001,England,nation,2021-04-05,3814424,2236
E92000001,England,nation,2021-04-04,3812188,1954
E92000001,England,nation,2021-04-03,3810234,2847
E92000001,England,nation,2021-04-02,3807387,2881
E92000001,England,nation,2021-04-01,3804506,3784
E92000001,England,nation,2021-03-31,3800722,3327
E92000001,England,nation,2021-03-30,3797395,3384
E92000001,England,nation,2021-03-29,3794011,4112
E92000001,England,nation,2021-03-28,3789899,3153
E92000001,England,nation,2021-03-27,3786746,3813
E92000001,England,nation,2021-03-26,3783783,5273
E92000001,England,nation,2021-03-25,3778510,5286
E92000001,England,nation,2021-03-24,3773224,4615
E92000001,England,nation,2021-03-23,3768609,4583
E92000001,England,nation,2021-03-22,3764026,4746
E92000001,England,nation,2021-03-21,3759280,4459
E92000001,England,nation,2021-03-20,3754821,4732
E92000001,England,nation,2021-03-19,3750089,3809
E92000001,England,nation,2021-03-18,3746280,5213
E92000001,England,nation,2021-03-17,3741067,4827
E92000001,England,nation,2021-03-16,3736240,4391
E92000001,England,nation,2021-03-15,3731849,4264
E92000001,England,nation,2021-03-14,3727585,3774
E92000001,England,nation,2021-03-13,3723811,4539
E92000001,England,nation,2021-03-12,3719272,5529
E92000001,England,nation,2021-03-11,3713743,5744
E92000001,England,nation,2021-03-10,3707999,4863
E92000001,England,nation,2021-03-09,3703136,4894
E92000001,England,nation,2021-03-08,3698242,3903
E92000001,England,nation,2021-03-07,3694339,4497
E92000001,England,nation,2021-03-06,3689842,5118
E92000001,England,nation,2021-03-05,3684724,5053
E92000001,England,nation,2021-03-04,3679671,5643
E92000001,England,nation,2021-03-03,3674028,5408
E92000001,England,nation,2021-03-02,3668620,5530
E92000001,England,nation,2021-03-01,3663090,4738
E92000001,England,nation,2021-02-28,3658352,5080
E92000001,England,nation,2021-02-27,3653272,6527
E92000001,England,nation,2021-02-26,3646745,7393
E92000001,England,nation,2021-02-25,3639352,8623
E92000001,England,nation,2021-02-24,3630729,8644
E92000001,England,nation,2021-02-23,3622085,7292
E92000001,England,nation,2021-02-22,3614793,9420
E92000001,England,nation,2021-02-21,3605373,8408
E92000001,England,nation,2021-02-20,3596965,8964
E92000001,England,nation,2021-02-19,3588001,10296
E92000001,England,nation,2021-02-18,3577705,10740
E92000001,England,nation,2021-02-17,3566965,10926
E92000001,England,nation,2021-02-16,3556039,9236
E92000001,England,nation,2021-02-15,3546803,8609
E92000001,England,nation,2021-02-14,3538194,9499
E92000001,England,nation,2021-02-13,3528695,11697
E92000001,England,nation,2021-02-12,3516998,13299
E92000001,England,nation,2021-02-11,3503699,12001
E92000001,England,nation,2021-02-10,3491698,11551
E92000001,England,nation,2021-02-09,3480147,10916
E92000001,England,nation,2021-02-08,3469231,12270
E92000001,England,nation,2021-02-07,3456961,14466
E92000001,England,nation,2021-02-06,3442495,16302
E92000001,England,nation,2021-02-05,3426193,17314
E92000001,England,nation,2021-02-04,3408879,18529
E92000001,England,nation,2021-02-03,3390350,17265
E92000001,England,nation,2021-02-02,3373085,15021
E92000001,England,nation,2021-02-01,3358064,16815
E92000001,England,nation,2021-01-31,3341249,19054
E92000001,England,nation,2021-01-30,3322195,21089
E92000001,England,nation,2021-01-29,3301106,26709
E92000001,England,nation,2021-01-28,3274397,26182
E92000001,England,nation,2021-01-27,3248215,22914
E92000001,England,nation,2021-01-26,3225301,17920
E92000001,England,nation,2021-01-25,3207381,20149
E92000001,England,nation,2021-01-24,3187232,27580
E92000001,England,nation,2021-01-23,3159652,30496
E92000001,England,nation,2021-01-22,3129156,37115
E92000001,England,nation,2021-01-21,3092041,34371
E92000001,England,nation,2021-01-20,3057670,35061
E92000001,England,nation,2021-01-19,3022609,30371
E92000001,England,nation,2021-01-18,2992238,34134
E92000001,England,nation,2021-01-17,2958104,35263
E92000001,England,nation,2021-01-16,2922841,37759
E92000001,England,nation,2021-01-15,2885082,50741
E92000001,England,nation,2021-01-14,2834341,44358
E92000001,England,nation,2021-01-13,2789983,42898
E92000001,England,nation,2021-01-12,2747085,41121
E92000001,England,nation,2021-01-11,2705964,41835
E92000001,England,nation,2021-01-10,2664129,50291
E92000001,England,nation,2021-01-09,2613838,54257
E92000001,England,nation,2021-01-08,2559581,61757
E92000001,England,nation,2021-01-07,2497824,46841
E92000001,England,nation,2021-01-06,2450983,56060
E92000001,England,nation,2021-01-05,2394923,54940
E92000001,England,nation,2021-01-04,2339983,53180
E92000001,England,nation,2021-01-03,2286803,46853
E92000001,England,nation,2021-01-02,2239950,49248
E92000001,England,nation,2021-01-01,2190702,50746
E92000001,England,nation,2020-12-31,2139956,49510
E92000001,England,nation,2020-12-30,2090446,43554
E92000001,England,nation,2020-12-29,2046892,47164
E92000001,England,nation,2020-12-28,1999728,36511
E92000001,England,nation,2020-12-27,1963217,25619
E92000001,England,nation,2020-12-26,1937598,31307
E92000001,England,nation,2020-12-25,1906291,31560
E92000001,England,nation,2020-12-24,1874731,35561
E92000001,England,nation,2020-12-23,1839170,34247
E92000001,England,nation,2020-12-22,1804923,32288
E92000001,England,nation,2020-12-21,1772635,28742
E92000001,England,nation,2020-12-20,1743893,32155
E92000001,England,nation,2020-12-19,1711738,22775
E92000001,England,nation,2020-12-18,1688963,24452
E92000001,England,nation,2020-12-17,1664511,22401
E92000001,England,nation,2020-12-16,1642110,23432
E92000001,England,nation,2020-12-15,1618678,16504
E92000001,England,nation,2020-12-14,1602174,17882
E92000001,England,nation,2020-12-13,1584292,17164
E92000001,England,nation,2020-12-12,1567128,17468
E92000001,England,nation,2020-12-11,1549660,17899
E92000001,England,nation,2020-12-10,1531761,17622
E92000001,England,nation,2020-12-09,1514139,12960
E92000001,England,nation,2020-12-08,1501179,10459
E92000001,England,nation,2020-12-07,1490720,11623
E92000001,England,nation,2020-12-06,1479097,14294
E92000001,England,nation,2020-12-05,1464803,12666
E92000001,England,nation,2020-12-04,1452137,13412
E92000001,England,nation,2020-12-03,1438725,11992
E92000001,England,nation,2020-12-02,1426733,13323
E92000001,England,nation,2020-12-01,1413410,11618
E92000001,England,nation,2020-11-30,1401792,10869
E92000001,England,nation,2020-11-29,1390923,10054
E92000001,England,nation,2020-11-28,1380869,13323
E92000001,England,nation,2020-11-27,1367546,13557
E92000001,England,nation,2020-11-26,1355272,14637
E92000001,England,nation,2020-11-25,1340635,15893
E92000001,England,nation,2020-11-24,1324742,9854
E92000001,England,nation,2020-11-23,1314888,13329
E92000001,England,nation,2020-11-22,1301559,16668
E92000001,England,nation,2020-11-21,1284891,17615
E92000001,England,nation,2020-11-20,1267276,17845
E92000001,England,nation,2020-11-19,1249431,20291
E92000001,England,nation,2020-11-18,1229140,17189
E92000001,England,nation,2020-11-17,1211951,17549
E92000001,England,nation,2020-11-16,1194402,19423
E92000001,England,nation,2020-11-15,1174979,21998
E92000001,England,nation,2020-11-14,1152981,24298
E92000001,England,nation,2020-11-13,1128683,24540
E92000001,England,nation,2020-11-12,1104143,30843
E92000001,England,nation,2020-11-11,1073300,19970
E92000001,England,nation,2020-11-10,1053330,18622
E92000001,England,nation,2020-11-09,1034708,19036
E92000001,England,nation,2020-11-08,1015672,18293
E92000001,England,nation,2020-11-07,997379,21875
E92000001,England,nation,2020-11-06,975504,20268
E92000001,England,nation,2020-11-05,955236,21137
E92000001,England,nation,2020-11-04,934099,21863
E92000001,England,nation,2020-11-03,912236,17330
E92000001,England,nation,2020-11-02,894906,15860
E92000001,England,nation,2020-11-01,879046,20602
E92000001,England,nation,2020-10-31,858444,18864
E92000001,England,nation,2020-10-30,839580,20821
E92000001,England,nation,2020-10-29,818759,19740
E92000001,England,nation,2020-10-28,799019,21245
E92000001,England,nation,2020-10-27,777774,19629
E92000001,England,nation,2020-10-26,758145,17883
E92000001,England,nation,2020-10-25,740262,16487
E92000001,England,nation,2020-10-24,723775,19332
E92000001,England,nation,2020-10-23,704443,17116
E92000001,England,nation,2020-10-22,687327,17354
E92000001,England,nation,2020-10-21,669973,22948
E92000001,England,nation,2020-10-20,647025,17814
E92000001,England,nation,2020-10-19,629211,16365
E92000001,England,nation,2020-10-18,612846,14704
E92000001,England,nation,2020-10-17,598142,13299
E92000001,England,nation,2020-10-16,584843,12176
E92000001,England,nation,2020-10-15,572667,16139
E92000001,England,nation,2020-10-14,556528,16132
E92000001,England,nation,2020-10-13,540396,14310
E92000001,England,nation,2020-10-12,526086,11647
E92000001,England,nation,2020-10-11,514439,10383
E92000001,England,nation,2020-10-10,504056,12628
E92000001,England,nation,2020-10-09,491428,10772
E92000001,England,nation,2020-10-08,480656,14952
E92000001,England,nation,2020-10-07,465704,11528
E92000001,England,nation,2020-10-06,454176,12648
E92000001,England,nation,2020-10-05,441528,10685
E92000001,England,nation,2020-10-04,430843,21309
E92000001,England,nation,2020-10-03,409534,10806
E92000001,England,nation,2020-10-02,398728,4797
E92000001,England,nation,2020-10-01,393931,5589
E92000001,England,nation,2020-09-30,388342,5656
E92000001,England,nation,2020-09-29,382686,5651
E92000001,England,nation,2020-09-28,377035,3316
E92000001,England,nation,2020-09-27,373719,4800
E92000001,England,nation,2020-09-26,368919,4639
E92000001,England,nation,2020-09-25,364280,5723
E92000001,England,nation,2020-09-24,358557,5632
E92000001,England,nation,2020-09-23,352925,5083
E92000001,England,nation,2020-09-22,347842,4187
E92000001,England,nation,2020-09-21,343655,3754
E92000001,England,nation,2020-09-20,339901,3279
E92000001,England,nation,2020-09-19,336622,3638
E92000001,England,nation,2020-09-18,332984,3771
E92000001,England,nation,2020-09-17,329213,2788
E92000001,England,nation,2020-09-16,326425,3396
E92000001,England,nation,2020-09-15,323029,2649
E92000001,England,nation,2020-09-14,320380,2259
E92000001,England,nation,2020-09-13,318121,2837
E92000001,England,nation,2020-09-12,315284,3008
E92000001,England,nation,2020-09-11,312276,3143
E92000001,England,nation,2020-09-10,309133,2578
E92000001,England,nation,2020-09-09,306555,2286
E92000001,England,nation,2020-09-08,304269,2094
E92000001,England,nation,2020-09-07,302175,2528
E92000001,England,nation,2020-09-06,299647,2576
E92000001,England,nation,2020-09-05,297071,1477
E92000001,England,nation,2020-09-04,295594,1669
E92000001,England,nation,2020-09-03,293925,1507
E92000001,England,nation,2020-09-02,292418,1239
E92000001,England,nation,2020-09-01,291179,1041
E92000001,England,nation,2020-08-31,290138,1149
E92000001,England,nation,2020-08-30,288989,1487
E92000001,England,nation,2020-08-29,287502,891
E92000001,England,nation,2020-08-28,286611,1106
E92000001,England,nation,2020-08-27,285505,1350
E92000001,England,nation,2020-08-26,284155,875
E92000001,England,nation,2020-08-25,283280,1065
E92000001,England,nation,2020-08-24,282215,758
E92000001,England,nation,2020-08-23,281457,938
E92000001,England,nation,2020-08-22,280519,1060
E92000001,England,nation,2020-08-21,279459,908
E92000001,England,nation,2020-08-20,278551,1035
E92000001,England,nation,2020-08-19,277516,707
E92000001,England,nation,2020-08-18,276809,975
E92000001,England,nation,2020-08-17,275834,634
E92000001,England,nation,2020-08-16,275200,952
E92000001,England,nation,2020-08-15,274248,934
E92000001,England,nation,2020-08-14,273314,1284
E92000001,England,nation,2020-08-13,272030,1059
E92000001,England,nation,2020-08-12,270971,925
E92000001,England,nation,2020-08-11,270046,1035
E92000001,England,nation,2020-08-10,269011,699
E92000001,England,nation,2020-08-09,268312,988
E92000001,England,nation,2020-08-08,267324,679
E92000001,England,nation,2020-08-07,266645,796
E92000001,England,nation,2020-08-06,265849,826
E92000001,England,nation,2020-08-05,265023,804
E92000001,England,nation,2020-08-04,264219,617
E92000001,England,nation,2020-08-03,263602,856
E92000001,England,nation,2020-08-02,262746,676
E92000001,England,nation,2020-08-01,262070,722
E92000001,England,nation,2020-07-31,261348,814
E92000001,England,nation,2020-07-30,260534,812
E92000001,England,nation,2020-07-29,259722,700
E92000001,England,nation,2020-07-28,259022,547
E92000001,England,nation,2020-07-27,258475,616
E92000001,England,nation,2020-07-26,257859,721
E92000001,England,nation,2020-07-25,257138,710
E92000001,England,nation,2020-07-24,256428,688
E92000001,England,nation,2020-07-23,255740,702
E92000001,England,nation,2020-07-22,255038,519
E92000001,England,nation,2020-07-21,254519,399
E92000001,England,nation,2020-07-20,254120,535
E92000001,England,nation,2020-07-19,253585,672
E92000001,England,nation,2020-07-18,252913,796
E92000001,England,nation,2020-07-17,252117,635
E92000001,England,nation,2020-07-16,251482,597
E92000001,England,nation,2020-07-15,250885,506
E92000001,England,nation,2020-07-14,250379,372
E92000001,England,nation,2020-07-13,250007,497
E92000001,England,nation,2020-07-12,249510,615
E92000001,England,nation,2020-07-11,248895,806
E92000001,England,nation,2020-07-10,248089,480
E92000001,England,nation,2020-07-09,247609,617
E92000001,England,nation,2020-07-08,246992,606
E92000001,England,nation,2020-07-07,246386,572
