areaType,areaName,areaCode,date,hospitalCases
nation,England,E92000001,2020-08-23,522
nation,England,E92000001,2020-08-22,594
nation,England,E92000001,2020-08-21,528
nation,England,E92000001,2020-08-20,551
nation,England,E92000001,2020-08-19,571
nation,England,E92000001,2020-08-18,597
nation,England,E92000001,2020-08-17,626
nation,England,E92000001,2020-08-16,634
nation,England,E92000001,2020-08-15,630
nation,England,E92000001,2020-08-14,642
nation,England,E92000001,2020-08-13,652
nation,England,E92000001,2020-08-12,642
nation,England,E92000001,2020-08-11,672
nation,England,E92000001,2020-08-10,714
nation,England,E92000001,2020-08-09,611
nation,England,E92000001,2020-08-08,650
nation,England,E92000001,2020-08-07,711
nation,England,E92000001,2020-08-06,756
nation,England,E92000001,2020-08-05,805
nation,England,E92000001,2020-08-04,807
nation,England,E92000001,2020-08-03,842
nation,England,E92000001,2020-08-02,847
nation,England,E92000001,2020-08-01,879
nation,England,E92000001,2020-07-31,870
nation,England,E92000001,2020-07-30,898
nation,England,E92000001,2020-07-29,927
nation,England,E92000001,2020-07-28,944
nation,England,E92000001,2020-07-27,945
nation,England,E92000001,2020-07-26,965
nation,England,E92000001,2020-07-25,977
nation,England,E92000001,2020-07-24,1018
nation,England,E92000001,2020-07-23,1095
nation,England,E92000001,2020-07-22,1305
nation,England,E92000001,2020-07-21,1188
nation,England,E92000001,2020-07-20,1278
nation,England,E92000001,2020-07-19,1301
nation,England,E92000001,2020-07-18,1321
nation,England,E92000001,2020-07-17,1346
nation,England,E92000001,2020-07-16,1348
nation,England,E92000001,2020-07-15,1489
nation,England,E92000001,2020-07-14,1506
nation,England,E92000001,2020-07-13,1612
nation,England,E92000001,2020-07-12,1611
nation,England,E92000001,2020-07-11,1640
nation,England,E92000001,2020-07-10,1746
nation,England,E92000001,2020-07-09,1801
nation,England,E92000001,2020-07-08,1888
nation,England,E92000001,2020-07-07,2010
nation,England,E92000001,2020-07-06,2099
nation,England,E92000001,2020-07-05,2100
nation,England,E92000001,2020-07-04,2152
nation,England,E92000001,2020-07-03,2294
nation,England,E92000001,2020-07-02,2410
nation,England,E92000001,2020-07-01,2509
nation,England,E92000001,2020-06-30,2665
nation,England,E92000001,2020-06-29,3024
nation,England,E92000001,2020-06-28,2818
nation,England,E92000001,2020-06-27,2819
nation,England,E92000001,2020-06-26,2859
nation,England,E92000001,2020-06-25,3066
nation,England,E92000001,2020-06-24,3223
nation,England,E92000001,2020-06-23,3288
nation,England,E92000001,2020-06-22,3417
nation,England,E92000001,2020-06-21,3373
nation,England,E92000001,2020-06-20,3423
nation,England,E92000001,2020-06-19,3575
nation,England,E92000001,2020-06-18,3681
nation,England,E92000001,2020-06-17,3826
nation,England,E92000001,2020-06-16,3934
nation,England,E92000001,2020-06-15,3920
nation,England,E92000001,2020-06-14,3973
nation,England,E92000001,2020-06-13,4000
nation,England,E92000001,2020-06-12,4136
nation,England,E92000001,2020-06-11,4179
nation,England,E92000001,2020-06-10,4447
nation,England,E92000001,2020-06-09,4665
nation,England,E92000001,2020-06-08,4830
nation,England,E92000001,2020-06-07,4820
nation,England,E92000001,2020-06-06,5004
nation,England,E92000001,2020-06-05,5213
nation,England,E92000001,2020-06-04,5398
nation,England,E92000001,2020-06-03,5600
nation,England,E92000001,2020-06-02,5827
nation,England,E92000001,2020-06-01,5954
nation,England,E92000001,2020-05-31,5933
nation,England,E92000001,2020-05-30,5972
nation,England,E92000001,2020-05-29,6250
nation,England,E92000001,2020-05-28,6528
nation,England,E92000001,2020-05-27,6836
nation,England,E92000001,2020-05-26,7305
nation,England,E92000001,2020-05-25,7448
nation,England,E92000001,2020-05-24,7415
nation,England,E92000001,2020-05-23,7428
nation,England,E92000001,2020-05-22,7761
nation,England,E92000001,2020-05-21,7903
nation,England,E92000001,2020-05-20,8115
nation,England,E92000001,2020-05-19,8518
nation,England,E92000001,2020-05-18,8668
nation,England,E92000001,2020-05-17,8611
nation,England,E92000001,2020-05-16,8643
nation,England,E92000001,2020-05-15,9079
nation,England,E92000001,2020-05-14,9231
nation,England,E92000001,2020-05-13,9602
